id,tick,source,topic,content_text,stance,identity_threat,political_salience,primal_triggers,primal_intensity,media_type,creator_id,outlet_id,community_id
stim_519,264,WorldDaily,T_GUNS,T_GUNS update from WorldDaily: signal +0.85,0.854,0.620,0.900,"visual,contrast",0.706,longform,,WorldDaily,Artists
stim_31,266,CityWire,T_HEALTHCARE,T_HEALTHCARE update from CityWire: signal -0.49,-0.487,0.350,0.750,tangible,0.706,meme,,CityWire,
stim_400,266,GreenLens,T_LOCAL,T_LOCAL update from GreenLens: signal +0.12,0.123,0.010,0.100,"emotion,personal",0.403,longform,CreatorD,,Local
stim_575,266,MarketWatch,T_TAXES,T_TAXES update from MarketWatch: signal +0.29,0.292,0.189,0.700,"emotion,contrast,memorable",0.783,video,,MarketWatch,
stim_287,267,CommunityBoard,T_EDUCATION,T_EDUCATION update from CommunityBoard: signal -0.50,-0.500,0.297,0.600,"tangible,visual",0.380,forum_thread,,CommunityBoard,
stim_389,269,WorldDaily,T_HEALTHCARE,T_HEALTHCARE update from WorldDaily: signal -0.15,-0.154,0.091,0.750,"contrast,personal",0.189,longform,CreatorB,WorldDaily,Faith
stim_578,270,PublicRadio,T_CULTURE,T_CULTURE update from PublicRadio: signal -0.50,-0.502,0.229,0.700,"memorable,contrast",0.735,longform,CreatorB,PublicRadio,Sports
stim_228,271,PolicyForum,T_SCIENCE,T_SCIENCE update from PolicyForum: signal -0.20,-0.196,0.036,0.200,emotion,0.487,news,,PolicyForum,
stim_88,271,CityWire,T_CULTURE,T_CULTURE update from CityWire: signal -0.18,-0.178,0.102,0.700,"memorable,visual",0.780,social_post,CreatorE,CityWire,Tech
stim_310,273,GreenLens,T_ENVIRONMENT,T_ENVIRONMENT update from GreenLens: signal -0.62,-0.620,0.387,0.800,"memorable,tangible",0.797,meme,CreatorF,GreenLens,
stim_594,275,CommunityBoard,T_WEATHER,T_WEATHER update from CommunityBoard: signal -0.17,-0.172,0.007,0.050,"emotion,personal",0.175,forum_thread,CreatorF,CommunityBoard,Veterans
stim_510,277,CommunityBoard,T_TECH,T_TECH update from CommunityBoard: signal +0.06,0.062,0.011,0.200,"visual,tangible",0.370,meme,CreatorE,CommunityBoard,
stim_33,280,MarketWatch,T_SPORTS,T_SPORTS update from MarketWatch: signal +0.05,0.046,0.004,0.100,"emotion,contrast",0.373,meme,,MarketWatch,Campus
stim_17,281,PublicRadio,T_ABORTION,T_ABORTION update from PublicRadio: signal +0.22,0.220,0.141,0.950,"contrast,personal",0.128,meme,CreatorF,,
stim_423,281,PublicRadio,T_ENTERTAINMENT,T_ENTERTAINMENT update from PublicRadio: signal -0.06,-0.059,0.005,0.100,"personal,contrast,tangible",0.535,social_post,CreatorB,,
stim_195,282,GlobalNews,T_TECH,T_TECH update from GlobalNews: signal -0.31,-0.315,0.042,0.200,"contrast,visual,emotion",0.259,video,CreatorE,GlobalNews,
stim_26,282,CommunityBoard,T_GUNS,T_GUNS update from CommunityBoard: signal +0.44,0.436,0.253,0.900,"contrast,visual",0.687,news,CreatorB,CommunityBoard,
stim_597,282,GlobalNews,T_MEMES,T_MEMES update from GlobalNews: signal -0.45,-0.448,0.045,0.100,"memorable,personal,tangible",0.288,social_post,CreatorF,GlobalNews,
stim_434,284,GreenLens,T_GUNS,T_GUNS update from GreenLens: signal -0.17,-0.171,0.103,0.900,contrast,0.555,meme,CreatorC,,Sports
stim_90,284,CityWire,T_HEALTH,T_HEALTH update from CityWire: signal +0.18,0.176,0.022,0.200,"tangible,contrast",0.423,news,CreatorE,CityWire,
stim_167,285,WorldDaily,T_SECURITY,T_SECURITY update from WorldDaily: signal -0.10,-0.099,0.052,0.800,personal,0.100,forum_thread,,WorldDaily,Campus
stim_534,285,PolicyForum,T_GUNS,T_GUNS update from PolicyForum: signal +0.58,0.577,0.394,0.900,"visual,contrast",0.543,social_post,,PolicyForum,
stim_339,286,GreenLens,T_LOCAL,T_LOCAL update from GreenLens: signal -0.65,-0.647,0.054,0.100,"personal,emotion,visual",0.194,meme,,GreenLens,
stim_143,287,GlobalNews,T_HEALTH,T_HEALTH update from GlobalNews: signal +0.35,0.352,0.046,0.200,,,forum_thread,CreatorF,GlobalNews,
stim_252,288,PolicyForum,T_GUNS,T_GUNS update from PolicyForum: signal +0.24,0.242,0.171,0.900,tangible,0.552,social_post,CreatorF,PolicyForum,Campus
stim_327,288,PublicRadio,T_TAXES,T_TAXES update from PublicRadio: signal +0.60,0.597,0.337,0.700,visual,0.891,news,,,
stim_256,290,TrendTalk,T_POLITICS,T_POLITICS update from TrendTalk: signal -0.31,-0.311,0.215,0.900,,,longform,,TrendTalk,
stim_490,290,GreenLens,T_TAXES,T_TAXES update from GreenLens: signal -0.46,-0.456,0.192,0.700,"tangible,memorable",0.601,news,,GreenLens,Veterans
stim_94,290,MarketWatch,T_HEALTHCARE,T_HEALTHCARE update from MarketWatch: signal +0.28,0.278,0.160,0.750,"contrast,tangible",0.433,meme,,,Civic
stim_558,291,SecurityBrief,T_CULTURE,T_CULTURE update from SecurityBrief: signal -0.63,-0.633,0.369,0.700,tangible,0.571,meme,,SecurityBrief,
stim_145,293,SecurityBrief,T_MEMES,T_MEMES update from SecurityBrief: signal -0.20,-0.195,0.019,0.100,"tangible,emotion,personal",0.532,video,,SecurityBrief,
stim_157,293,CityWire,T_IMMIGRATION,T_IMMIGRATION update from CityWire: signal +0.90,0.901,0.779,0.900,,,longform,,CityWire,
stim_253,293,TrendTalk,T_WEATHER,T_WEATHER update from TrendTalk: signal -0.58,-0.583,0.027,0.050,"visual,memorable",0.373,social_post,,TrendTalk,Civic
stim_74,294,WorldDaily,T_HEALTH,T_HEALTH update from WorldDaily: signal +0.59,0.586,0.075,0.200,"visual,tangible",0.498,social_post,CreatorF,WorldDaily,
stim_91,295,GreenLens,T_EDUCATION,T_EDUCATION update from GreenLens: signal -0.13,-0.127,0.055,0.600,,,forum_thread,,GreenLens,
stim_471,296,WorldDaily,T_ABORTION,T_ABORTION update from WorldDaily: signal -0.07,-0.072,0.047,0.950,memorable,0.176,news,CreatorE,,
stim_367,297,WorldDaily,T_CULTURE,T_CULTURE update from WorldDaily: signal +0.15,0.151,0.064,0.700,,,longform,,WorldDaily,
stim_50,297,SecurityBrief,T_HEALTH,T_HEALTH update from SecurityBrief: signal +0.46,0.457,0.080,0.200,emotion,0.578,news,CreatorE,SecurityBrief,
stim_574,297,CityWire,T_EDUCATION,T_EDUCATION update from CityWire: signal -0.17,-0.170,0.080,0.600,emotion,0.812,meme,,,
stim_215,301,CityWire,T_SECURITY,T_SECURITY update from CityWire: signal +0.61,0.606,0.318,0.800,,,news,,CityWire,
stim_513,302,TrendTalk,T_GUNS,T_GUNS update from TrendTalk: signal -0.18,-0.181,0.119,0.900,,,forum_thread,CreatorC,TrendTalk,
stim_460,303,GreenLens,T_EDUCATION,T_EDUCATION update from GreenLens: signal -0.01,-0.015,0.007,0.600,"contrast,personal",0.709,video,CreatorA,GreenLens,Veterans
stim_47,303,PublicRadio,T_HEALTH,T_HEALTH update from PublicRadio: signal -0.06,-0.062,0.008,0.200,"emotion,tangible,memorable",0.135,meme,CreatorB,,Artists
stim_267,307,WorldDaily,T_EDUCATION,T_EDUCATION update from WorldDaily: signal -0.58,-0.583,0.231,0.600,personal,0.623,social_post,CreatorC,WorldDaily,
stim_328,307,MarketWatch,T_TECH,T_TECH update from MarketWatch: signal -0.11,-0.110,0.017,0.200,memorable,0.360,meme,CreatorE,,Faith
stim_336,307,PublicRadio,T_SCIENCE,T_SCIENCE update from PublicRadio: signal -0.46,-0.456,0.090,0.200,personal,0.600,meme,CreatorA,PublicRadio,
stim_377,307,CityWire,T_WEATHER,T_WEATHER update from CityWire: signal -0.06,-0.061,0.003,0.050,"memorable,visual,tangible",0.364,social_post,CreatorC,,
stim_407,307,TrendTalk,T_POLITICS,T_POLITICS update from TrendTalk: signal +0.73,0.729,0.456,0.900,"emotion,memorable,visual",0.431,meme,CreatorE,TrendTalk,
stim_100,308,PolicyForum,T_SECURITY,T_SECURITY update from PolicyForum: signal +0.79,0.786,0.560,0.800,"contrast,emotion,personal",0.580,video,CreatorF,PolicyForum,
stim_187,308,SecurityBrief,T_LOCAL,T_LOCAL update from SecurityBrief: signal -0.34,-0.341,0.029,0.100,"contrast,tangible,visual",0.657,video,,SecurityBrief,
stim_555,308,GlobalNews,T_ECONOMY,T_ECONOMY update from GlobalNews: signal +0.73,0.733,0.442,0.700,"emotion,memorable",0.853,social_post,,GlobalNews,
stim_24,309,CityWire,T_EDUCATION,T_EDUCATION update from CityWire: signal +0.55,0.555,0.235,0.600,emotion,0.349,social_post,CreatorC,CityWire,
stim_554,309,TrendTalk,T_HEALTH,T_HEALTH update from TrendTalk: signal +0.25,0.251,0.037,0.200,contrast,0.632,video,CreatorF,TrendTalk,
stim_257,311,WorldDaily,T_TECH,T_TECH update from WorldDaily: signal -0.15,-0.152,0.029,0.200,tangible,0.329,longform,CreatorB,WorldDaily,Veterans
stim_280,311,CommunityBoard,T_ECONOMY,T_ECONOMY update from CommunityBoard: signal +0.16,0.156,0.092,0.700,personal,0.551,forum_thread,CreatorC,,
stim_445,312,CommunityBoard,T_IMMIGRATION,T_IMMIGRATION update from CommunityBoard: signal +0.45,0.452,0.331,0.900,memorable,0.475,forum_thread,,,
stim_461,313,CommunityBoard,T_IMMIGRATION,T_IMMIGRATION update from CommunityBoard: signal -0.44,-0.439,0.244,0.900,emotion,0.671,social_post,CreatorB,CommunityBoard,
stim_412,314,TrendTalk,T_HEALTHCARE,T_HEALTHCARE update from TrendTalk: signal -0.52,-0.521,0.290,0.750,,,longform,,TrendTalk,
stim_219,315,CommunityBoard,T_WEATHER,T_WEATHER update from CommunityBoard: signal +0.35,0.349,0.015,0.050,"memorable,emotion,visual",0.716,video,CreatorA,CommunityBoard,
stim_441,315,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal +0.07,0.069,0.030,0.700,"tangible,contrast",0.510,video,CreatorC,GlobalNews,Sports
stim_200,317,PublicRadio,T_HEALTHCARE,T_HEALTHCARE update from PublicRadio: signal -0.54,-0.542,0.271,0.750,contrast,0.648,longform,CreatorC,,
stim_34,317,MarketWatch,T_ABORTION,T_ABORTION update from MarketWatch: signal +0.10,0.103,0.078,0.950,"contrast,personal",0.438,longform,CreatorB,MarketWatch,Local
stim_115,318,CityWire,T_WEATHER,T_WEATHER update from CityWire: signal -0.42,-0.415,0.014,0.050,personal,0.521,video,CreatorA,,
stim_406,318,WorldDaily,T_HEALTH,T_HEALTH update from WorldDaily: signal +0.22,0.216,0.042,0.200,,,forum_thread,,WorldDaily,
stim_10,320,GreenLens,T_ENVIRONMENT,T_ENVIRONMENT update from GreenLens: signal -0.74,-0.741,0.463,0.800,"emotion,tangible,contrast",0.405,social_post,CreatorF,GreenLens,Campus
stim_413,320,TrendTalk,T_CULTURE,T_CULTURE update from TrendTalk: signal -0.40,-0.401,0.168,0.700,memorable,0.100,social_post,,TrendTalk,Veterans
stim_464,320,CityWire,T_SECURITY,T_SECURITY update from CityWire: signal +0.45,0.452,0.358,0.800,"tangible,visual",0.277,longform,,CityWire,Sports
stim_214,321,CityWire,T_SPORTS,T_SPORTS update from CityWire: signal +0.48,0.480,0.040,0.100,"emotion,contrast",0.202,longform,,,
stim_463,321,TrendTalk,T_CULTURE,T_CULTURE update from TrendTalk: signal +0.06,0.064,0.036,0.700,,,forum_thread,,TrendTalk,
stim_76,321,MarketWatch,T_LOCAL,T_LOCAL update from MarketWatch: signal +0.30,0.298,0.027,0.100,"emotion,contrast",0.641,forum_thread,CreatorF,MarketWatch,
stim_440,322,WorldDaily,T_ENTERTAINMENT,T_ENTERTAINMENT update from WorldDaily: signal +0.67,0.673,0.061,0.100,"visual,tangible,personal",0.600,social_post,CreatorB,WorldDaily,
stim_54,322,GlobalNews,T_CULTURE,T_CULTURE update from GlobalNews: signal -0.65,-0.646,0.441,0.700,"personal,emotion",0.436,video,,GlobalNews,
stim_297,323,TrendTalk,T_GUNS,T_GUNS update from TrendTalk: signal +0.72,0.717,0.605,0.900,"tangible,visual",0.343,forum_thread,CreatorB,TrendTalk,Campus
stim_352,323,WorldDaily,T_SPORTS,T_SPORTS update from WorldDaily: signal -0.08,-0.078,0.006,0.100,"memorable,emotion,personal",0.379,video,,,
stim_70,323,PolicyForum,T_WEATHER,T_WEATHER update from PolicyForum: signal +0.33,0.326,0.014,0.050,visual,0.573,forum_thread,,PolicyForum,Tech
stim_207,324,PublicRadio,T_HEALTH,T_HEALTH update from PublicRadio: signal -0.38,-0.381,0.057,0.200,,,longform,,PublicRadio,
stim_208,325,SecurityBrief,T_LOCAL,T_LOCAL update from SecurityBrief: signal -0.11,-0.114,0.008,0.100,emotion,0.946,meme,,SecurityBrief,Veterans
stim_129,327,PublicRadio,T_TECH,T_TECH update from PublicRadio: signal -0.29,-0.290,0.051,0.200,"contrast,visual",0.329,video,,PublicRadio,Civic
stim_449,327,TrendTalk,T_EDUCATION,T_EDUCATION update from TrendTalk: signal +0.38,0.379,0.159,0.600,"emotion,personal",0.312,social_post,CreatorC,TrendTalk,
stim_132,328,TrendTalk,T_POLITICS,T_POLITICS update from TrendTalk: signal -0.30,-0.298,0.205,0.900,"personal,memorable,tangible",0.222,video,,TrendTalk,
stim_451,329,TrendTalk,T_SECURITY,T_SECURITY update from TrendTalk: signal +0.53,0.527,0.277,0.800,"contrast,visual",0.710,meme,CreatorD,TrendTalk,Tech
stim_583,330,PublicRadio,T_TECH,T_TECH update from PublicRadio: signal +0.44,0.438,0.080,0.200,visual,0.544,forum_thread,CreatorE,PublicRadio,
stim_593,330,PolicyForum,T_TAXES,T_TAXES update from PolicyForum: signal -0.33,-0.333,0.225,0.700,,,news,,PolicyForum,Civic
stim_473,331,GlobalNews,T_HEALTHCARE,T_HEALTHCARE update from GlobalNews: signal -0.20,-0.198,0.097,0.750,contrast,0.100,forum_thread,,GlobalNews,
stim_522,331,PublicRadio,T_ECONOMY,T_ECONOMY update from PublicRadio: signal +0.50,0.496,0.212,0.700,"memorable,emotion",0.301,social_post,,PublicRadio,Civic
stim_518,333,TrendTalk,T_TECH,T_TECH update from TrendTalk: signal +0.32,0.318,0.045,0.200,"visual,memorable,emotion",0.589,video,,TrendTalk,Campus
stim_278,334,WorldDaily,T_EDUCATION,T_EDUCATION update from WorldDaily: signal -0.54,-0.536,0.199,0.600,,,longform,,WorldDaily,Artists
stim_374,335,WorldDaily,T_TAXES,T_TAXES update from WorldDaily: signal -0.17,-0.169,0.074,0.700,,,news,CreatorA,WorldDaily,
stim_12,337,CityWire,T_ABORTION,T_ABORTION update from CityWire: signal -0.26,-0.256,0.221,0.950,,,longform,CreatorE,CityWire,
stim_294,337,CityWire,T_LOCAL,T_LOCAL update from CityWire: signal +0.33,0.331,0.020,0.100,"emotion,visual,personal",0.530,meme,,CityWire,
stim_584,337,TrendTalk,T_POLITICS,T_POLITICS update from TrendTalk: signal +0.20,0.198,0.171,0.900,,,longform,,TrendTalk,Local
stim_161,338,PolicyForum,T_WEATHER,T_WEATHER update from PolicyForum: signal -0.59,-0.591,0.022,0.050,emotion,0.642,meme,,PolicyForum,
stim_163,338,SecurityBrief,T_MEMES,T_MEMES update from SecurityBrief: signal +0.95,0.947,0.063,0.100,emotion,0.505,video,CreatorA,SecurityBrief,Civic
stim_431,338,GlobalNews,T_EDUCATION,T_EDUCATION update from GlobalNews: signal -0.06,-0.061,0.031,0.600,"personal,contrast",0.607,news,CreatorE,GlobalNews,
stim_452,340,SecurityBrief,T_ENVIRONMENT,T_ENVIRONMENT update from SecurityBrief: signal +0.01,0.008,0.006,0.800,,,news,CreatorB,SecurityBrief,
stim_281,343,WorldDaily,T_GUNS,T_GUNS update from WorldDaily: signal -0.15,-0.151,0.084,0.900,"contrast,memorable",0.493,social_post,CreatorA,,
stim_393,347,CommunityBoard,T_SCIENCE,T_SCIENCE update from CommunityBoard: signal -0.30,-0.300,0.041,0.200,"memorable,contrast",0.667,video,,CommunityBoard,Local
stim_236,349,GlobalNews,T_ABORTION,T_ABORTION update from GlobalNews: signal +0.43,0.431,0.365,0.950,"personal,memorable",0.402,social_post,CreatorC,GlobalNews,Faith
stim_394,350,WorldDaily,T_GUNS,T_GUNS update from WorldDaily: signal +0.43,0.430,0.283,0.900,"contrast,emotion",0.348,longform,,,
stim_268,351,WorldDaily,T_ENTERTAINMENT,T_ENTERTAINMENT update from WorldDaily: signal -0.69,-0.692,0.053,0.100,"personal,visual,contrast",0.325,meme,,WorldDaily,
stim_421,351,CityWire,T_HEALTHCARE,T_HEALTHCARE update from CityWire: signal -0.16,-0.158,0.086,0.750,,,news,,,
stim_87,351,CommunityBoard,T_SCIENCE,T_SCIENCE update from CommunityBoard: signal -0.87,-0.871,0.109,0.200,"memorable,emotion",0.634,video,CreatorF,,Tech
stim_333,352,GlobalNews,T_POLITICS,T_POLITICS update from GlobalNews: signal -0.42,-0.420,0.283,0.900,,,longform,,GlobalNews,Veterans
stim_397,352,MarketWatch,T_MEMES,T_MEMES update from MarketWatch: signal +0.04,0.036,0.002,0.100,,,forum_thread,,MarketWatch,
stim_528,353,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal +0.09,0.086,0.052,0.700,,,forum_thread,,GlobalNews,Veterans
stim_363,356,CityWire,T_MEMES,T_MEMES update from CityWire: signal +0.34,0.344,0.026,0.100,"tangible,memorable",0.513,social_post,,CityWire,
stim_2,357,CommunityBoard,T_EDUCATION,T_EDUCATION update from CommunityBoard: signal -0.01,-0.014,0.008,0.600,contrast,0.762,meme,CreatorC,CommunityBoard,
stim_331,357,GreenLens,T_EDUCATION,T_EDUCATION update from GreenLens: signal -0.82,-0.821,0.378,0.600,,,longform,,GreenLens,
stim_357,357,PolicyForum,T_POLITICS,T_POLITICS update from PolicyForum: signal -0.45,-0.452,0.385,0.900,"visual,tangible",0.397,video,,PolicyForum,
stim_475,357,CityWire,T_SCIENCE,T_SCIENCE update from CityWire: signal -0.38,-0.381,0.073,0.200,"visual,personal",0.403,meme,,CityWire,
stim_67,357,CommunityBoard,T_HEALTH,T_HEALTH update from CommunityBoard: signal +0.02,0.025,0.004,0.200,"visual,memorable,emotion",0.868,meme,CreatorD,CommunityBoard,
stim_368,359,MarketWatch,T_ECONOMY,T_ECONOMY update from MarketWatch: signal +0.82,0.822,0.460,0.700,"visual,tangible,personal",0.768,social_post,,MarketWatch,
stim_381,359,TrendTalk,T_GUNS,T_GUNS update from TrendTalk: signal +0.48,0.477,0.384,0.900,"tangible,memorable,contrast",0.100,social_post,,,
stim_57,359,SecurityBrief,T_GUNS,T_GUNS update from SecurityBrief: signal +0.52,0.523,0.394,0.900,personal,0.536,forum_thread,,SecurityBrief,Faith
stim_23,360,PolicyForum,T_CULTURE,T_CULTURE update from PolicyForum: signal -0.40,-0.404,0.269,0.700,tangible,0.708,news,CreatorF,PolicyForum,
stim_242,360,MarketWatch,T_TAXES,T_TAXES update from MarketWatch: signal +0.39,0.393,0.203,0.700,tangible,0.605,social_post,,MarketWatch,
stim_198,361,TrendTalk,T_GUNS,T_GUNS update from TrendTalk: signal +0.74,0.744,0.559,0.900,"tangible,memorable",0.229,meme,,,
stim_565,361,GlobalNews,T_LOCAL,T_LOCAL update from GlobalNews: signal -0.02,-0.022,0.002,0.100,"visual,personal",0.614,longform,CreatorD,GlobalNews,
stim_106,362,PublicRadio,T_TAXES,T_TAXES update from PublicRadio: signal +0.01,0.011,0.007,0.700,visual,0.772,video,,PublicRadio,
stim_448,362,WorldDaily,T_ENVIRONMENT,T_ENVIRONMENT update from WorldDaily: signal -0.02,-0.025,0.012,0.800,"emotion,contrast,personal",0.559,social_post,,WorldDaily,
stim_592,362,GreenLens,T_ENTERTAINMENT,T_ENTERTAINMENT update from GreenLens: signal +0.07,0.067,0.006,0.100,"emotion,tangible",0.131,social_post,CreatorB,GreenLens,
stim_44,367,SecurityBrief,T_SECURITY,T_SECURITY update from SecurityBrief: signal +0.48,0.477,0.268,0.800,contrast,0.100,forum_thread,CreatorB,,Civic
stim_9,369,GreenLens,T_GUNS,T_GUNS update from GreenLens: signal +0.07,0.074,0.066,0.900,"tangible,visual",0.519,longform,CreatorE,GreenLens,
stim_149,370,PolicyForum,T_ENTERTAINMENT,T_ENTERTAINMENT update from PolicyForum: signal +0.11,0.115,0.010,0.100,emotion,0.279,video,,PolicyForum,
stim_66,371,CityWire,T_CULTURE,T_CULTURE update from CityWire: signal +0.56,0.557,0.354,0.700,"tangible,visual",0.498,video,CreatorE,CityWire,
stim_189,372,PublicRadio,T_HEALTHCARE,T_HEALTHCARE update from PublicRadio: signal -0.53,-0.533,0.362,0.750,,,forum_thread,CreatorF,PublicRadio,
stim_404,372,CityWire,T_SPORTS,T_SPORTS update from CityWire: signal +0.39,0.388,0.029,0.100,"emotion,memorable",0.644,news,,CityWire,
stim_537,372,WorldDaily,T_ENTERTAINMENT,T_ENTERTAINMENT update from WorldDaily: signal -0.28,-0.285,0.027,0.100,"contrast,tangible",0.504,forum_thread,,WorldDaily,
stim_3,373,GreenLens,T_ECONOMY,T_ECONOMY update from GreenLens: signal -0.30,-0.303,0.150,0.700,,,news,CreatorA,,
stim_5,373,PolicyForum,T_SPORTS,T_SPORTS update from PolicyForum: signal -0.86,-0.856,0.058,0.100,"emotion,personal",0.405,video,CreatorD,PolicyForum,
stim_443,375,GreenLens,T_HEALTH,T_HEALTH update from GreenLens: signal -0.27,-0.271,0.046,0.200,visual,0.715,meme,,GreenLens,Tech
stim_446,375,WorldDaily,T_ECONOMY,T_ECONOMY update from WorldDaily: signal -0.24,-0.236,0.144,0.700,,,forum_thread,,WorldDaily,
stim_455,376,GreenLens,T_ENTERTAINMENT,T_ENTERTAINMENT update from GreenLens: signal -0.11,-0.112,0.010,0.100,memorable,0.744,news,CreatorA,GreenLens,
stim_356,377,PublicRadio,T_TAXES,T_TAXES update from PublicRadio: signal -0.21,-0.210,0.106,0.700,,,news,CreatorF,PublicRadio,
stim_530,377,PolicyForum,T_ABORTION,T_ABORTION update from PolicyForum: signal +0.17,0.174,0.156,0.950,memorable,0.529,forum_thread,CreatorC,PolicyForum,
stim_99,381,GreenLens,T_TECH,T_TECH update from GreenLens: signal +0.21,0.212,0.030,0.200,"memorable,visual",0.856,news,CreatorC,GreenLens,Tech
stim_335,382,SecurityBrief,T_HEALTHCARE,T_HEALTHCARE update from SecurityBrief: signal +0.67,0.672,0.502,0.750,"tangible,memorable,contrast",0.680,video,CreatorF,,Veterans
stim_376,382,MarketWatch,T_SECURITY,T_SECURITY update from MarketWatch: signal +0.53,0.534,0.368,0.800,"emotion,contrast",0.261,longform,CreatorF,MarketWatch,
stim_334,386,WorldDaily,T_ENTERTAINMENT,T_ENTERTAINMENT update from WorldDaily: signal -0.16,-0.160,0.012,0.100,visual,0.452,longform,CreatorE,WorldDaily,
stim_485,386,GlobalNews,T_SPORTS,T_SPORTS update from GlobalNews: signal +0.75,0.747,0.061,0.100,"tangible,emotion",0.337,forum_thread,,GlobalNews,Artists
stim_156,390,SecurityBrief,T_HEALTHCARE,T_HEALTHCARE update from SecurityBrief: signal +0.00,0.003,0.002,0.750,,,longform,CreatorE,,Artists
stim_172,390,MarketWatch,T_CULTURE,T_CULTURE update from MarketWatch: signal +0.06,0.057,0.028,0.700,"emotion,tangible,visual",0.758,video,,,
stim_454,392,WorldDaily,T_LOCAL,T_LOCAL update from WorldDaily: signal -0.08,-0.082,0.005,0.100,"personal,tangible,visual",0.694,meme,CreatorB,WorldDaily,Veterans
stim_92,392,CommunityBoard,T_LOCAL,T_LOCAL update from CommunityBoard: signal +0.09,0.092,0.006,0.100,"visual,contrast",0.636,video,,CommunityBoard,
stim_96,392,WorldDaily,T_EDUCATION,T_EDUCATION update from WorldDaily: signal +0.38,0.381,0.157,0.600,"personal,emotion",0.636,news,CreatorC,WorldDaily,Artists
stim_29,395,MarketWatch,T_SECURITY,T_SECURITY update from MarketWatch: signal +1.00,1.000,0.691,0.800,tangible,0.486,news,CreatorF,MarketWatch,
stim_181,396,GlobalNews,T_LOCAL,T_LOCAL update from GlobalNews: signal -0.62,-0.617,0.045,0.100,"visual,memorable",0.647,news,CreatorF,GlobalNews,
stim_337,396,GreenLens,T_WEATHER,T_WEATHER update from GreenLens: signal -0.65,-0.654,0.028,0.050,emotion,0.567,longform,,GreenLens,
stim_141,397,CityWire,T_EDUCATION,T_EDUCATION update from CityWire: signal -0.02,-0.019,0.010,0.600,"emotion,personal,memorable",0.472,meme,,CityWire,Artists
stim_164,397,GlobalNews,T_EDUCATION,T_EDUCATION update from GlobalNews: signal -0.19,-0.189,0.102,0.600,"memorable,contrast",0.175,social_post,CreatorE,,Campus
stim_55,397,MarketWatch,T_TECH,T_TECH update from MarketWatch: signal +0.28,0.280,0.046,0.200,visual,0.271,news,,MarketWatch,
stim_86,398,PublicRadio,T_POLITICS,T_POLITICS update from PublicRadio: signal +0.49,0.495,0.361,0.900,"personal,memorable,visual",0.606,video,CreatorE,PublicRadio,
stim_15,401,MarketWatch,T_ABORTION,T_ABORTION update from MarketWatch: signal +0.85,0.852,0.671,0.950,contrast,0.846,longform,CreatorD,MarketWatch,Veterans
stim_251,401,MarketWatch,T_POLITICS,T_POLITICS update from MarketWatch: signal -0.42,-0.421,0.299,0.900,tangible,0.100,social_post,CreatorD,,Veterans
stim_246,402,PolicyForum,T_ECONOMY,T_ECONOMY update from PolicyForum: signal +0.79,0.794,0.336,0.700,contrast,0.435,meme,CreatorA,PolicyForum,
stim_270,403,PolicyForum,T_CULTURE,T_CULTURE update from PolicyForum: signal +0.23,0.228,0.143,0.700,memorable,0.600,forum_thread,,PolicyForum,
stim_411,403,TrendTalk,T_TECH,T_TECH update from TrendTalk: signal +0.08,0.083,0.016,0.200,"personal,memorable",0.456,forum_thread,,TrendTalk,
stim_429,403,SecurityBrief,T_SPORTS,T_SPORTS update from SecurityBrief: signal +0.47,0.469,0.041,0.100,"memorable,visual",0.555,meme,CreatorF,SecurityBrief,
stim_190,404,GreenLens,T_TECH,T_TECH update from GreenLens: signal -0.80,-0.796,0.111,0.200,"contrast,memorable",0.501,forum_thread,CreatorD,,
stim_414,404,PolicyForum,T_IMMIGRATION,T_IMMIGRATION update from PolicyForum: signal +0.53,0.533,0.411,0.900,"tangible,emotion",0.370,longform,CreatorC,PolicyForum,
stim_428,405,WorldDaily,T_CULTURE,T_CULTURE update from WorldDaily: signal -0.44,-0.445,0.200,0.700,"personal,tangible,emotion",0.436,video,CreatorD,WorldDaily,
stim_491,405,GlobalNews,T_ABORTION,T_ABORTION update from GlobalNews: signal +0.45,0.447,0.397,0.950,"memorable,visual",0.491,video,CreatorC,GlobalNews,
stim_127,406,CommunityBoard,T_ECONOMY,T_ECONOMY update from CommunityBoard: signal +0.13,0.126,0.058,0.700,"emotion,contrast",0.664,longform,CreatorB,CommunityBoard,Sports
stim_176,407,CityWire,T_TECH,T_TECH update from CityWire: signal +0.24,0.236,0.038,0.200,tangible,0.605,longform,CreatorC,,
stim_312,407,CommunityBoard,T_GUNS,T_GUNS update from CommunityBoard: signal +0.66,0.658,0.583,0.900,tangible,0.304,video,,CommunityBoard,
stim_562,409,PublicRadio,T_HEALTH,T_HEALTH update from PublicRadio: signal -0.11,-0.109,0.017,0.200,"emotion,tangible,memorable",0.304,video,,PublicRadio,Tech
stim_551,410,PublicRadio,T_MEMES,T_MEMES update from PublicRadio: signal -0.50,-0.498,0.040,0.100,"visual,personal,tangible",0.420,meme,CreatorB,,
stim_307,411,WorldDaily,T_WEATHER,T_WEATHER update from WorldDaily: signal -0.11,-0.113,0.005,0.050,visual,0.456,longform,,WorldDaily,Local
